brand,variante,modelo,seg,concept,cn_raw
MERCEDES-BENZ,I98RT1,S,,,S 580 MAYBACH
MERCEDES-BENZ,J004T0,E,,,E 220 D
MERCEDES-BENZ,J004T1,E,,,E 220 D 4MATIC
MERCEDES-BENZ,J004TA,E,,,E 220 D
MERCEDES-BENZ,J004TB,E,,,E 220 D 4MATIC
MERCEDES-BENZ,J005T0,E,,,E 300 DE
MERCEDES-BENZ,J005T1,E,,,E 300 DE 4MATIC
MERCEDES-BENZ,J005TA,E,,,E 300 DE
MERCEDES-BENZ,J005TB,E,,,E 300 DE 4MATIC
MERCEDES-BENZ,J024T1,E,,,E 450 D 4MATIC
MERCEDES-BENZ,J024TB,E,,,E 450 D 4MATIC
MERCEDES-BENZ,J05DT0,E,,,E 300 E
MERCEDES-BENZ,J05DTA,E,,,E 300 E
MERCEDES-BENZ,J05PT0,E,,,E 200
MERCEDES-BENZ,J05PTA,E,,,E 200
MERCEDES-BENZ,J06XTB,AMG E,,,AMG E 53 HYBRID
MERCEDES-BENZ,J204T0,E,,,E 220 D
MERCEDES-BENZ,J204T1,E,,,E 220 D 4MATIC ALLTERRAIN
MERCEDES-BENZ,J205T0,E,,,E 300 DE
MERCEDES-BENZ,J205T1,E,,,E 300DE 4MATIC ALLTERRAIN
MERCEDES-BENZ,J224T1,E,,,E 450 D 4MATIC
MERCEDES-BENZ,J25DT0,E,,,E 300 E
MERCEDES-BENZ,J25PT0,E,,,E 200
MERCEDES-BENZ,J26XTB,AMG E,,,AMG E 53 HYBRID
MERCEDES-BENZ,K1U11350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1U31350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1U31350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1U31350TXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1U51350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1U51350GXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1U51350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1U51350TXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1W61350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1W61350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K1W62350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U11350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U11350GXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U11350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U11350TXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U31350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U31350GXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U31350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U31350TXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U51350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2U51350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2W61350BXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2W61350GXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2W61350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,K2W62350BXXAF,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,KLE45350HXX,EQV,,,EQV
MERCEDES-BENZ,KLE45350MXX,EQV,,,EQV 300
MERCEDES-BENZ,KLE45350NXX,EQV,,,EQV 300
MERCEDES-BENZ,KLE45350PXX,EQV,,,EQV
MERCEDES-BENZ,KLM61310EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLM61310NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLM61320EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLM61320NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLM6L310EXX,V,,,V 300
MERCEDES-BENZ,KLM6L310NXX,V,,,V 300
MERCEDES-BENZ,KLM6L320EXX,V,,,V 300
MERCEDES-BENZ,KLM6L320NXX,V,,,V 300
MERCEDES-BENZ,KLU41310EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU41310NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU41320EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU41320NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU43310NXX,V,,,V 220 D
MERCEDES-BENZ,KLU43320EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU43320NXX,V,,,V 220 D
MERCEDES-BENZ,KLU4L310EXX,V,,,V 220 D
MERCEDES-BENZ,KLU4L310NXX,V,,,V 220 D
MERCEDES-BENZ,KLU4L320EXX,V,,,V 220 D
MERCEDES-BENZ,KLU4L320NXX,V,,,V 220 D
MERCEDES-BENZ,KLU61310EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU61310NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU61320EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU61320NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU63310NXX,V,,,V 250 D
MERCEDES-BENZ,KLU63320EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU63320NXX,V,,,V 250 D
MERCEDES-BENZ,KLU6L310EXX,V,,,V 250 D
MERCEDES-BENZ,KLU6L310NXX,V,,,V 250 D
MERCEDES-BENZ,KLU6L320EXX,V,,,V 250 D
MERCEDES-BENZ,KLU6L320NXX,V,,,V 250 D
MERCEDES-BENZ,KLU71310EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU71310NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU71320EXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU71320NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU73310EXX,V,,,V 300 D
MERCEDES-BENZ,KLU73310NXX,V,,,V 300 D
MERCEDES-BENZ,KLU73320EXX,V,,,V 300 D
MERCEDES-BENZ,KLU73320NXX,CLASE V,,,CLASE V
MERCEDES-BENZ,KLU7L310NXX,V,,,V 300 D
MERCEDES-BENZ,KLU7L320EXX,V,,,V 300 D
MERCEDES-BENZ,KLU7L320NXX,V,,,V 300 D
MERCEDES-BENZ,KOE45350NXX,EVITO TOURER,,,EVITO TOURER
MERCEDES-BENZ,KOE45350PXX,EVITO TOURER,,,EVITO TOURER
MERCEDES-BENZ,KOM61310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOM6L310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU21310MXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU21310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU21320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU21320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU23310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU23320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU2L310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU2L320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU2L320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU41310MXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU41310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU41320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU41320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU43310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU43320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU43320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU4L310MXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU4L310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU4L320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU4L320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU61310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU61320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU61320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU63310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU63320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU63320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU6L310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU6L320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU6L320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU71310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU71320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU71320VXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU73310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU73320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU7L310NXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,KOU7L320SXX,VITO TOURER,,,VITO TOURER
MERCEDES-BENZ,L304T0,CLE,MKL,CABRIO,CLE 220D
MERCEDES-BENZ,L304TA,CLE,MKL,CABRIO,CLE 220D
MERCEDES-BENZ,L346T1,CLE,MKL,CABRIO,CLE 300 4MATIC
MERCEDES-BENZ,L346TB,CLE,MKL,CABRIO,CLE 300 4MATIC
MERCEDES-BENZ,L35DT0,CLE,MKL,CABRIO,CLE 300 E
MERCEDES-BENZ,L35PT0,CLE,MKL,CABRIO,CLE 200
MERCEDES-BENZ,L35PTA,CLE,MKL,CABRIO,CLE 200
MERCEDES-BENZ,L36UTB,AMG CLE,,,AMG CLE 53 4MATIC
MERCEDES-BENZ,L404T0,CLE,MKL,CABRIO,CLE 220D
MERCEDES-BENZ,L446T1,CLE,MKL,CABRIO,CLE 300 4MATIC
MERCEDES-BENZ,L45PT0,CLE,MKL,CABRIO,CLE 200
MERCEDES-BENZ,L46UTB,AMG CLE,,,AMG CLE 53 4MATIC
MERCEDES-BENZ,MAU2L310NXX,M. P. ACTIVITY,,,M. P. ACTIVITY 200 D
MERCEDES-BENZ,MAU4L310NXX,M. P. ACTIVITY,,,M. P. ACTIVITY 220 D
MERCEDES-BENZ,MHU41310NXX,MARCO POLO,,,MARCO POLO
MERCEDES-BENZ,MHU4L310NXX,M. P. HORIZON,,,M. P. HORIZON 220 D
MERCEDES-BENZ,MHU61310NXX,MARCO POLO,,,MARCO POLO
MERCEDES-BENZ,MKA,CLASE T,,,CLASE T
MERCEDES-BENZ,MKC,CLASE T,,,CLASE T
MERCEDES-BENZ,MKD,CITAN TOURER,,,CITAN TOURER
MERCEDES-BENZ,MKE,ECITAN TOURER,,,ECITAN TOURER
MERCEDES-BENZ,MKF,CLASE T,,,CLASE T
MERCEDES-BENZ,MKH,CITAN TOURER,,,CITAN TOURER
MERCEDES-BENZ,MKJ,ECITAN TOURER,,,ECITAN TOURER
MERCEDES-BENZ,MKU63310NXX,MARCO POLO,,,MARCO POLO 250 D
MERCEDES-BENZ,MKU6L320NXX,MARCO POLO,,,MARCO POLO 250 D
MERCEDES-BENZ,MKU7L310NXX,MARCO POLO,,,MARCO POLO 300 D
MERCEDES-BENZ,MXM61280VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXM61300UXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXM6L280VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU21280VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU21300UXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU2L280VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU2L310NXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU2L320VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU41280VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU41300UXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU41310NXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU41320VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU43300UXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU43320VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU4L280VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU4L300UXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU4L320VXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,MXU73300UXX,VITO,SKL,TRANSPORTER,VITO
MERCEDES-BENZ,O010T2,B,,,B 180 D
MERCEDES-BENZ,O01CT2,B,,,B 200 D
MERCEDES-BENZ,O01ET2,B,,,B 220 D
MERCEDES-BENZ,O04HT2,B,,,B 200
MERCEDES-BENZ,O04JT2,B,,,B 180
MERCEDES-BENZ,O04MT2,B,,,B 250 E
MERCEDES-BENZ,OH1CT1,GLA,UKL2,SAV,GLA 200 D 4MATIC
MERCEDES-BENZ,OH1CT2,GLA,UKL2,SAV,GLA 200 D
MERCEDES-BENZ,OH1ET1,GLA,UKL2,SAV,GLA 220 D 4MATIC
MERCEDES-BENZ,OH4HT2,GLA,UKL2,SAV,GLA 200
MERCEDES-BENZ,OH4LT1,GLA,UKL2,SAV,GLA 250 4MATIC
MERCEDES-BENZ,OH4MT2,GLA,UKL2,SAV,GLA 250 E
MERCEDES-BENZ,OH4NT1,AMG GLA,,,AMG GLA 35 4MATIC
MERCEDES-BENZ,OH51T1,AMG GLA,,,AMG GLA 35
MERCEDES-BENZ,OH54T1,AMG GLA,,,AMG GLA 45 S 4MATIC+
MERCEDES-BENZ,OH8QT2,GLA,UKL2,SAV,GLA 250 E
MERCEDES-BENZ,OJ02Z2,EQA,,,EQA 250+
MERCEDES-BENZ,OJ06Z1,EQA,,,EQA 350 4MATIC
MERCEDES-BENZ,OJ07Z1,EQA,,,EQA 300 4MATIC
MERCEDES-BENZ,OJEQZ2,EQA,,,EQA 250
MERCEDES-BENZ,OJERZ1,EQA,,,EQA 300 4MATIC
MERCEDES-BENZ,OX1CT1,GLB,UKL2,SAV,GLB 200 D 4MATIC
MERCEDES-BENZ,OX1CT2,GLB,UKL2,SAV,GLB 200 D
MERCEDES-BENZ,OX1ET1,GLB,UKL2,SAV,GLB 220 D 4MATIC
MERCEDES-BENZ,OX4HT2,GLB,UKL2,SAV,GLB 200
MERCEDES-BENZ,OX4LT1,GLB,UKL2,SAV,GLB 250 4MATIC
MERCEDES-BENZ,OX4NT1,AMG GLB,,,AMG GLB 35 4MATIC
MERCEDES-BENZ,OX51T1,AMG GLB,,,AMG GLB 35
MERCEDES-BENZ,OXH7T2,GLB,UKL2,SAV,GLB 200
MERCEDES-BENZ,OXH9T2,GLB,UKL2,SAV,GLB 180
MERCEDES-BENZ,OY02Z2,EQB,,,EQB 250+
MERCEDES-BENZ,OY06Z1,EQB,,,EQB 350 4MATIC
MERCEDES-BENZ,OY07Z1,EQB,,,EQB 300 4MATIC
MERCEDES-BENZ,OYEPZ1,EQB,,,EQB 350 4MATIC
MERCEDES-BENZ,OYERZ1,EQB,,,EQB 300 4MATIC
MERCEDES-BENZ,OYEUZ2,EQB,,,EQB 250
MERCEDES-BENZ,R314T0,C,,,C 220 D
MERCEDES-BENZ,T314T0,E,,,E 220 D
MERCEDES-BENZ,T314T1,E,,,E 220 D 4MATIC
MERCEDES-BENZ,T385T0,E,,,E 350
MERCEDES-BENZ,T414T0,E,,,E 220 D
MERCEDES-BENZ,U01IT0,E,,,E 300 DE
MERCEDES-BENZ,U2U31350RXX,SPRINTER,SKL,TRANSPORTER,SPRINTER
MERCEDES-BENZ,V2W61350BXXW3,SPRINTER,SKL,TRANSPORTER,SPRINTER 319 CDI
MERCEDES-BENZ,X010T2,A,,,A 180 D
MERCEDES-BENZ,X01CT2,A,,,A 200 D
MERCEDES-BENZ,X04HT2,A,,,A 200
MERCEDES-BENZ,X04JT2,A,,,A 180
MERCEDES-BENZ,X04MT2,A,,,A 250 E
MERCEDES-BENZ,X04NT1,AMG A,,,AMG A 35 4MATIC
MERCEDES-BENZ,X210T2,A,,,A 180 D
MERCEDES-BENZ,X21CT2,A,,,A 200 D
MERCEDES-BENZ,X21ET2,A,,,A 220 D
MERCEDES-BENZ,X24HT2,A,,,A 200
MERCEDES-BENZ,X24JT2,A,,,A 180
MERCEDES-BENZ,X24LT1,A,,,A 250 4MATIC
MERCEDES-BENZ,X24MT2,A,,,A 250 E
MERCEDES-BENZ,X24NT1,AMG A,,,AMG A 35 4MATIC
MERCEDES-BENZ,X251T1,AMG A,,,AMG A 35
MERCEDES-BENZ,X254T1,AMG A,,,AMG A 45 S 4MATIC+
MERCEDES-BENZ,X28QT2,A,,,A 250 E
MG,1AB1PA,ZS,UKL1,SAV,MG ZS
MG,1AB1PG,ZS,UKL1,SAV,MG ZS
MG,1EAB1EI,ZS EV,,,MG ZS EV
MG,1EAB2EI,MARVEL R,UKL2,SAV,MG MARVEL R ELECTRIC
MG,1EAB3EI,MARVEL R,UKL2,SAV,MG MARVEL R ELECTRIC
MG,1EAB4EI,MG4 ELECTRIC,,,MG4 ELECTRIC
MG,2EAC1EI,MG5 ELECTRIC,,,MG5 ELECTRIC
MG,3AB1PA,HS,KKL,SAV,MG HS
MG,3PAB1OH,EHS,,,MG EHS PLUG-IN HYBRID
MG,AB1NA,ZS,UKL1,SAV,MG ZS
MG,AB1OA,HS,KKL,SAV,MG HS
MG,AB1PA,ZS,UKL1,SAV,MG ZS
MG,AB2EE,MG4 ELECTRIC,,,MG4 ELECTRIC
MG,AE2EE,CYBERSTER,KKL,ROADSTER,MG CYBERSTER
MG,AE3EE,CYBERSTER,KKL,ROADSTER,MG CYBERSTER
MINI,11DJ,COOPER,UKL1,HATCH,COOPER SE
MINI,11GA,COUNTRYMAN,UKL1,SAV,COUNTRYMAN C
MINI,11GC,COOPER E,,,COOPER E
MINI,11GD,COOPER C,,,COOPER C
MINI,11GX,COOPER C,,,COOPER C
MINI,11HF,JCW E,,,JCW E
MINI,21GA,COUNTRYMAN,UKL1,SAV,COUNTRYMAN S ALL4
MINI,21GC,COOPER,UKL1,HATCH,COOPER SE
MINI,21GD,COOPER,UKL1,HATCH,COOPER S
MINI,21GX,COOPER,UKL1,HATCH,COOPER S
MINI,21HF,JCW ACEMAN E,,,JCW ACEMAN E
MINI,31DK,COOPER,UKL1,HATCH,COOPER
MINI,31GA,JCW COUNTRYMAN ALL4,,,JCW COUNTRYMAN ALL4
MINI,31GC,ACEMAN,UKL1,SAV,ACEMAN E
MINI,31GD,JCW,,,JCW
MINI,31GX,JCW,,,JCW
MINI,41GA,COUNTRYMAN,UKL1,SAV,COUNTRYMAN E
MINI,41GD,COOPER C,,,COOPER C
MINI,51GA,COUNTRYMAN,UKL1,SAV,COUNTRYMAN SE ALL4
MINI,51GD,COOPER,UKL1,HATCH,COOPER S
MINI,61GA,COUNTRYMAN,UKL1,SAV,COUNTRYMAN D
MINI,81GC,ACEMAN,UKL1,SAV,ACEMAN SE
MITSUBISHI,A0411,SPACE STAR,UKL1,HATCH,SPACE STAR 120 MPI KAITEKI
MITSUBISHI,BE2,COLT,UKL1,HATCH,COLT 100T MOTION
MITSUBISHI,BG2,COLT,UKL1,HATCH,COLT 100T GLP MOTION
MITSUBISHI,BH2,COLT,UKL1,HATCH,COLT 160 HEV KAITEKI
MITSUBISHI,DH2,GRANDIS,UKL2,SAV,GRANDIS 130T MHEV KAITEKI
MITSUBISHI,GL321,ECLIPSE CROSS,UKL2,SAV,ECLIPSE CROSS PHEV KAITEKI 4WD
MITSUBISHI,GN021,OUTLANDER,KKL,SAV,OUTLANDER PHEV KAITEKI 4WD
MITSUBISHI,HE2,ECLIPSE CROSS,UKL2,SAV,ECLIPSE CROSS 87 KWH KAITEKI
MITSUBISHI,HH2,ASX,UKL2,SAV,ASX 130T MHEV KAITEKI
MORGAN,B,PLUS FOUR,,,PLUS FOUR
NISSAN,A,QASHQAI,UKL2,SAT,NISSAN QASHQAI
NISSAN,B,JUKE,UKL1,SAV,NISSAN JUKE
NISSAN,C,QASHQAI,UKL2,SAT,NISSAN QASHQAI
NISSAN,D,QASHQAI,UKL2,SAT,NISSAN QASHQAI
NISSAN,JM9R,PRIMASTAR,SKL,TRANSPORTER,PRIMASTAR
NISSAN,NBE,MICRA,UKL1,HATCH,NISSAN MICRA
NISSAN,NKA,TOWNSTAR,UKL2,MPV,TOWNSTAR
NISSAN,NKE,TOWNSTAR,UKL2,MPV,TOWNSTAR
NISSAN,NKF,TOWNSTAR,UKL2,MPV,TOWNSTAR
NISSAN,NKJ,TOWNSTAR,UKL2,MPV,TOWNSTAR
OMODA,DE00BL,OMODA 5,,,OMODA5 EV
OMODA,DHL4BL,OMODA 5,,,OMODA5 HEV
OMODA,DPL4BL,OMODA 5,,,OMODA5
OMODA,FHL4GL,OMODA 9,KKL,SAV,OMODA 9 PHEV
OPEL,3,ASTRA,UKL2,CABRIO,ASTRA 5P GS 1.6T PLUG-IN HYBRID AT8 S S 180 CV (13
OPEL,4,ASTRA,UKL2,CABRIO,ASTRA ST GS 1.6T PLUG-IN HYBRID AT8 S S 180 CV (13
OPEL,A,GRANDLAND,,,NUEVO GRANDLAND GS 1.2T XHT HYBRID EDCT6 S S 136 C
OPEL,B,COMBO,SKL,TRANSPORTER,COMBO 100 CV 1.5 TD S S MT6 6.4
OPEL,C,GRANDLAND,,,NUEVO GRANDLAND GS ELECTRIC 73KWH 213 CV (156KW)
OPEL,EA023DB12,CROSSLAND,,,CROSSLAND ELEGANCE PACK 1.2 GAS AT6 S S 130CV (96K
OPEL,EA025DB12,CROSSLAND,,,CROSSLAND ELEGANCE PACK 1.2 GAS MT6 S S 110CV (81K
OPEL,EEHZ7P,ZAFIRA,UKL2,MPV,ZAFIRA
OPEL,H,CORSA,UKL1,CABRIO,CORSA GS ELECTRIC 51KWH LONG RANGE 156 CV (115KW)
OPEL,K,MOKKA,UKL1,SAV,MOKKA GS ELECTRIC BEV 54KWH 156 CV (115KW)
OPEL,M,FRONTERA,UKL1,SAV,FRONTERA GS ELECTRIC 44KWH 113 CV (83KW)
OPEL,N,ASTRA,UKL2,CABRIO,ASTRA ST GS ELECTRIC 54KWH 156 CV (115KW)
OPEL,P,CORSA,UKL1,CABRIO,CORSA GS 1.2T XHL MT6 S S 100 CV (74KW)
OPEL,R,GRANDLAND,,,GRANDLAND GS 1.2T XHT HYBRID EDCT6 S S 136 CV (100
OPEL,S,MOKKA,UKL1,SAV,MOKKA GS 1.2 T MT6 S S 136 CV (100KW)
OPEL,Z,COMBO,SKL,TRANSPORTER,COMBO-E LIFE L ELEGANCE PLUS ELECTRICO 100KW   136
PEUGEOT,3,408,UKL2,SEDAN,408 ALLURE PLUG-IN HYBRID 225 E-EAT8
PEUGEOT,4,308,UKL2,HATCH,NUEVO 308 SW ALLURE PLUG-IN HYBRID 195 E-DCT7
PEUGEOT,A,3008,UKL2,SAT,NUEVO 3008 ALLURE HYBRID 145 E-DCS6
PEUGEOT,B,RIFTER,UKL2,MPV,RIFTER ALLURE BLUEHDI 100 SS 6 VEL. MAN STANDARD
PEUGEOT,C,308,UKL2,HATCH,308 SW ALLURE BLUEHDI 130 SS EAT8
PEUGEOT,DVS/S,TRAVELLER,SKL,TRANSPORTER,TRAVELLER
PEUGEOT,H,E-208,,,E-208 5P ALLURE ELECTRICO 156 (115 KW)
PEUGEOT,K,E-2008 ALLURE ELECTRICO,,,E-2008 ALLURE ELECTRICO 156 (115 KW)
PEUGEOT,M,E-RIFTER ALLURE STANDARD,,,E-RIFTER ALLURE STANDARD 100 KW
PEUGEOT,N,TRAVELLER,SKL,TRANSPORTER,TRAVELLER BUSINESS BLUEHDI 180 SS EAT8 STANDARD
PEUGEOT,P,208,UKL1,HATCH,208 5P ALLURE GASOLINA 100 SS 6 VEL. MAN
PEUGEOT,R,308,UKL2,HATCH,308 SW ALLURE HYBRID 145 EDCS6
PEUGEOT,S,2008,UKL1,SAV,2008 ALLURE HYBRID 145 EDCS6
PEUGEOT,YHVM,EXPERT,SKL,TRANSPORTER,EXPERT ERKE
PEUGEOT,Z,E-RIFTER ACTIVE,,,E-RIFTER ACTIVE PACK STANDARD 100 KW
POLESTAR,VSEU,POLESTAR 2,KKL,SEDAN,POLESTAR 2
POLESTAR,VSFC,POLESTAR 2,KKL,SEDAN,POLESTAR 2
POLESTAR,VSFD,POLESTAR 2,KKL,SEDAN,POLESTAR 2
POLESTAR,VSFE,POLESTAR 2,KKL,SEDAN,POLESTAR 2
POLESTAR,VSFF,POLESTAR 2,KKL,SEDAN,POLESTAR 2
POLESTAR,YKEA,POLESTAR 3,MKL,SAV,POLESTAR 3
POLESTAR,YKEE,POLESTAR 3,MKL,SAV,POLESTAR 3
POLESTAR,YKEJ,POLESTAR 3,MKL,SAV,POLESTAR 3
POLESTAR,ZPA,POLESTAR 4,KKL,SAV,POLESTAR 4
POLESTAR,ZPB,POLESTAR 4,KKL,SAV,POLESTAR 4
PORSCHE,CA12,718,MKL,COUPE,718 CAYMAN
PORSCHE,CB12,718,MKL,COUPE,718 CAYMAN S
PORSCHE,CB22,911,GKL,CABRIO,911 CARRERA 4S
PORSCHE,CC22,911,GKL,CABRIO,911 CARRERA 4 GTS
PORSCHE,CE22,911,GKL,CABRIO,911 TURBO 50
PORSCHE,CG12,911,GKL,CABRIO,911 GT3
PORSCHE,CH11,911,GKL,CABRIO,911 S T
PORSCHE,CH12,911,GKL,CABRIO,911 GT3 RS
PORSCHE,CK11,911,GKL,CABRIO,911 CARRERA T
PORSCHE,CK12,911,GKL,CABRIO,911 CARRERA
PORSCHE,CK22,CAYENNE,MKL,SAV,CAYENNE
PORSCHE,CL12,911,GKL,CABRIO,911 CARRERA S
PORSCHE,CL22,CAYENNE,MKL,SAV,CAYENNE E-HYBRID
PORSCHE,CM12,911,GKL,CABRIO,911 CARRERA GTS
PORSCHE,CM22,911,GKL,CABRIO,911 CARRERA 4 GTS
PORSCHE,CN22,CAYENNE,MKL,SAV,CAYENNE S E-HYBRID
PORSCHE,CP22,CAYENNE,MKL,SAV,CAYENNE GTS
PORSCHE,CR11,911,GKL,CABRIO,911 GT3
PORSCHE,CR12,911,GKL,CABRIO,911 GT3
PORSCHE,CR22,CAYENNE,MKL,SAV,CAYENNE TURBO E-HYBRID
PORSCHE,CT22,CAYENNE,MKL,SAV,CAYENNE TURBO E-HYBRID
PORSCHE,GA12,PANAMERA,GKL,SEDAN,PANAMERA
PORSCHE,GA22,PANAMERA,GKL,SEDAN,PANAMERA 4
